"","A2011","A2012","A2013","A2014","A2015","A2001","A2003","A2002","A2004","A2005"
"Ganab",2442.63041190671,2200.19654730988,2352.02229761033,2059.10437963571,2246.46387756835,2230.47626022144,2295.36054811884,3179.35113382921,2247.19600473831,2207.55307406748
"LOC100861648",1.88838841276127,0,0,0,0,0,0,0,0,0
"B3gat3",5037.2760910407,5119.01844172672,5088.93713296263,5371.66762451714,4897.76454872407,4735.50646680199,4777.42052975519,4302.48430729897,4831.08292067444,5204.32433221579
"Rom1",178.45270500594,213.160528804122,226.66881552934,144.388416864699,198.615128377939,155.946641531977,187.647146378006,223.042898139119,176.978555886036,231.941885048466
"Eml3",357.849604218261,422.100057037866,430.226300847845,281.45278359858,390.468890683437,345.937972412483,378.137431337496,340.503359289305,476.54713584923,403.332570017907
"LOC100504651",29.2700203977997,31.65750427784,16.000151684424,24.0647361441165,26.2002935307068,26.3571788504749,27.4836729543544,11.8780241612548,26.7626108900835,35.9202034367093
"Mta2",1304.87639321804,1137.55965371705,1283.56772401712,1217.88490746746,1215.35555152118,1235.49275861601,1141.04628403595,1285.46617034025,1140.43254792904,1148.42021844793
"Tut1",885.654165585038,1044.69764116872,1000.8983775923,773.210435239222,949.971933177887,895.04586513071,793.235664234297,919.886982266069,822.734457362891,810.770306142867
"Eef1g",9383.40202301077,9048.76997274925,9311.19938301895,8576.46270318796,8714.55569661672,8824.16383598191,8151.27831311731,13441.9640091534,9700.15148261222,8951.31469642795
"Ahnak",701.536295340813,454.812811458301,481.782345164322,514.776094908927,688.814168629873,635.866939767707,640.653893694605,657.250670256101,564.604758777892,525.461261702719
"Scgb1a1",0,0,0,0,0,0,0,0,0,0
"Asrgl1",2445.46299452585,2656.06460891077,2985.80608377667,2354.15897062009,2880.34194685964,2869.63784734546,2951.17784758136,4441.06125584695,3124.31899391008,2960.85105471161
"Gm6252",80.2565075423541,78.0885105520052,78.2229637905172,83.7034300664922,71.8395145196801,45.0268472028946,73.9216031186083,116.140680687825,75.9712825266888,92.366237408681
"Gm6445",0,0,0,0,0.845170759055059,0,1.89542572098996,1.31978046236165,0.863310028712372,0
"Incenp",374.845099933113,382.000551619269,394.670408215791,470.831794124019,409.062647382649,408.536272182361,406.568817152346,452.684698590045,315.971470508728,408.464027651723
"Fth1",43697.3078712959,46422.5642730245,46188.8823236688,38734.8085561451,45924.8887055338,38685.7492577845,41397.9931721416,46875.962462161,48135.5772709157,47223.7783124783
"Best1",35.8793798424642,49.5967567019493,36.4447899478546,28.2499076474411,36.3423426393676,45.0268472028946,29.3790986753443,60.7099012686358,66.4748722108527,54.3934509184455
"Rab3il1",191.671423895269,241.652282654178,272.891475951009,219.721503924542,245.944690885022,204.268136091181,191.437997819986,233.601141838012,288.345549589932,217.573803673782
"Fads3",527.804561366776,548.730074149226,616.005839850323,670.673733407769,519.780016818862,587.545445208503,594.215963530351,527.912184944659,571.511239007591,524.434970175955
"Fads2",3645.53383083564,3178.41342949513,3603.5897182586,2636.65804709451,2826.25101828012,2926.74506818815,2753.10585973791,5166.94051014585,3128.63554405364,2882.85289867761
"Fads1",5525.42449573949,5001.88567589871,5058.71462422538,5083.93708366357,4479.40502299181,4676.20281438842,4890.19836015409,5702.77137786468,4792.23396938238,4454.10522615195
"Fen1",319.137641756655,337.680045630293,319.114136372678,313.887862749346,332.997279067693,320.679009347445,326.013224010272,343.142920214029,322.877950738427,339.702495358593
"1810006K21Rik",757.243753517271,737.619849673671,639.117170061158,770.071556611729,656.697679785781,557.893619001719,651.07873516005,274.514336171223,759.712825266888,760.482021331474
"Gm98",2526.66369627458,2388.03107269173,2448.91210503267,1554.79121348509,2321.68407512425,1943.84194022252,2269.77230088547,3298.13137544176,2556.26099501733,2427.17946079478
"Dagla",3329.22877169813,3543.52997883289,3545.81139273151,3377.43340318296,3306.30800942339,3517.58516075296,3955.75347970604,3394.47534919416,2507.05232338073,3303.63242465049
"Syt7",7877.41226383365,7540.81751898148,8184.96648389867,9637.40367928075,8819.35687073954,8863.69960425762,8530.3634573153,9465.46547605774,6663.8901116308,7940.41754256628
"Lrrc10b",6504.55388775621,5582.27325432578,6671.174355089,4345.25431332678,5693.91540375393,6442.13379737024,6896.50648582196,9267.49840670349,4233.67238080547,5647.68227177746
"Ppp1r32",49.0980987317931,115.022265542819,88.8897315801332,33.4813720265969,82.8267343873958,53.8125734863863,66.3399002346485,104.26265652657,132.086434392993,103.655444203075
"Sdhaf2",836.556066853244,786.161356233026,769.785075483954,759.608627853417,820.660807042463,706.15275003564,783.758535629347,673.088035804441,765.755995467874,738.929899269448
"Cpsf7",1961.09136665258,1874.12425324813,1890.68459070943,1848.79951159365,1951.49928265813,1954.82409807689,1881.21002808253,1846.37286684395,1979.56989583747,1869.90316176241
"Tmem216",188.838841276127,158.2875213892,146.66805710722,186.240131897945,152.975907388966,109.821578543645,140.261503353257,51.4714380321043,141.582844708829,154.970020541231
"Tmem138",265.318571992959,254.315284365314,245.335659161168,207.165989414568,216.363714318095,221.839588658164,222.71252221632,171.571460107014,246.906668211739,250.415132530202
"Cybasc3",297.421175009901,372.503300335917,366.225694110149,323.304498631826,327.926254513363,333.857598772682,321.274659707798,365.579188074177,331.511051025551,342.781369938883
"Dak",379.566070965016,419.989556752677,363.559002162745,458.276279614045,352.43620652596,332.759382987246,358.235461267102,327.305554665689,303.021820078043,354.070576733277
"Ddb1",4579.34190094609,4127.08330768774,4684.48885427302,4607.8738251604,4432.92063124379,4602.62235676418,4497.84523590917,5714.64940202594,3961.72972176108,4660.38982303134
"Vwce",15.1071073020902,15.82875213892,9.77787047381465,19.8795646407919,8.45170759055059,15.3750209961104,26.5359600938594,5.27912184944659,26.7626108900835,11.2892067943943
"4930524O05Rik",0,0,0,0,0,0,0,0,0,0
"Pga5",1.88838841276127,0,0,0,0.845170759055059,0,0,0,0,0
"Vps37c",777.071831851264,934.951626338873,869.341574853703,806.691807265819,837.564222223564,900.536944057893,811.242208583701,939.683689201494,800.288396616369,855.927133320444
"Cd5",0.944194206380637,1.05525014259467,8.00007584221199,2.09258575166231,5.91619531338542,2.19643157087291,2.84313858148493,6.59890231180824,0.863310028712372,4.10516610705249
"A430093F15Rik",0,2.11050028518933,4.44448657900666,5.23146437915576,3.38068303622024,3.29464735630936,0.947712860494978,2.6395609247233,0.863310028712372,1.02629152676312
"Cd6",13.2187188893289,40.0995054185973,32.000303368848,38.7128364057527,45.6392209889732,25.2589630650385,51.1764944667288,13.1978046236165,6.04317020098661,34.8939119099462
"Slc15a3",61.3726234147414,60.1492581278959,160.00151684424,59.6386939223757,76.0653683149554,57.1072208426956,75.8170288395983,126.698924386718,95.8274131870733,114.94465099747
"Tmem132a",9185.12123967084,8912.64270435454,9520.97914954807,10945.2697740697,8985.85551027339,9243.68226601864,8845.95183986013,11631.2252147932,6322.0193402607,8425.85343472523
"Tmem109",1343.58835567965,1372.88043551566,1402.6799643345,1346.57893119469,1281.27887072747,1382.6536738645,1134.41229401249,1445.15960628601,1225.03693074286,1326.99494410472
"Prpf19",4683.20326364796,4243.16082337315,4352.04125816332,4589.04055339544,4429.53994820757,4060.10375875857,3979.44630121841,3831.32268223587,4079.13988566596,4571.10246020295
"Zp1",9.44194206380637,10.5525014259467,6.22228121060933,5.23146437915576,12.6775613858259,8.78572628349164,10.4248414654448,0,6.90648022969898,9.2366237408681
"Gpr44",0,4.22100057037866,4.44448657900666,1.04629287583115,0.845170759055059,3.29464735630936,2.84313858148493,1.31978046236165,1.72662005742474,3.07887458028937
"Ccdc86",279.481485088669,291.249039356128,354.670029004732,295.054590984385,248.480203162187,289.928967355224,255.882472333644,316.747310966796,283.165689417658,322.25553940362
"Ms4a10",0,0,0,0,0,0,0,0,0,0
"Ms4a15",2.83258261914191,1.05525014259467,0,5.23146437915576,0,0,0,0,0,1.02629152676312
"Ms4a18",0,0,0,0,0,0,0,0,0,0
"AW112010",16.9954957148515,20.0497527092986,33.7780980004506,12.5555145099738,27.0454642897619,19.7678841378562,24.6405343728694,9.23846323653154,25.0359908326588,37.9727864902355
"Ms4a8a",0,0,0,1.04629287583115,0,0,0,0,0,0
"1700017D01Rik",0,0,0,0,0,0,0,1.31978046236165,0,0
"1700025F22Rik",0,1.05525014259467,0,0,0,0,0,0,0,0
"Ms4a13",0,1.05525014259467,0,0,0,0,0,0,0,0
"4930526L06Rik",0,0,0.888897315801332,1.04629287583115,0.845170759055059,1.09821578543645,0,2.6395609247233,0,1.02629152676312
"Ms4a1",0,0,0,0,0,0,2.84313858148493,0,0,0
"Ms4a5",0,0,0,0,0,0,0,0,0,0
"Ms4a14",4.72097103190318,2.11050028518933,0,0,0.845170759055059,0,1.89542572098996,0,0.863310028712372,0
"Ms4a7",11.3303304765676,5.27625071297333,20.4446382634306,18.8332717649608,7.60653683149553,1.09821578543645,13.2679800469297,1.31978046236165,1.72662005742474,8.21033221410498
"Ms4a4a",0.944194206380637,0,3.55558926320533,9.41663588248038,3.38068303622024,10.9821578543645,1.89542572098996,0,0.863310028712372,2.05258305352624
"Ms4a4c",5.66516523828382,0,1.77779463160266,4.18517150332461,2.53551227716518,0,0.947712860494978,9.23846323653154,3.45324011484949,4.10516610705249
"Ms4a4b",0,0,1.77779463160266,1.04629287583115,0.845170759055059,0,0.947712860494978,0,0.863310028712372,1.02629152676312
"Ms4a6c",16.0513015084708,8.44200114075732,9.77787047381465,11.5092216341427,21.1292689763765,7.68751049805518,20.8496829308895,14.5175850859781,22.4460607465217,20.5258305352624
"BE692007",0,0,0.888897315801332,0,0,0,0,0,0,0
"Gm8369",0.944194206380637,1.05525014259467,0,4.18517150332461,0,1.09821578543645,0,0,1.72662005742474,0
"Gm19261",0,0,0,0,0,0,0,0,0,0
"Ms4a6b",16.9954957148515,6.33150085556799,19.5557409476293,19.8795646407919,9.29687834960565,12.080373639801,20.8496829308895,5.27912184944659,15.5395805168227,12.3154983211575
"Ms4a4d",0,2.11050028518933,0.888897315801332,0,0,0,0.947712860494978,0,2.58993008613712,0
"Ms4a6d",36.8235740488448,22.160252994488,31.1114060530466,24.0647361441165,32.1164888440923,15.3750209961104,37.9085144197991,30.3549506343179,17.2662005742474,17.4469559549731
"Ms4a2",0,0,0,0,0,0,0,0,0.863310028712372,0
"Ms4a3",1.88838841276127,0,3.55558926320533,0,1.69034151811012,1.09821578543645,0,0,3.45324011484949,2.05258305352624
"Plac1l",1.88838841276127,1.05525014259467,0.888897315801332,0,1.69034151811012,3.29464735630936,0,0,0,0
"Oosp1",0,0,0,0,0,0,0,0,0,0
"Gm97",0,0,0,0,0,0,0,0,0,0
"Gif",0,0,0,0,0,1.09821578543645,0,0,0,0
"Mrpl16",598.619126845324,682.746842258748,652.450629798178,727.173548702651,586.548506784211,627.081213484216,600.849953553816,576.74406205204,592.230679696688,643.484787280478
"Stx3",422.999004458525,562.448326002957,514.671545848971,511.637216281434,547.670651867679,509.572124442515,542.091756203127,349.741822525837,488.633476251203,519.30351254214
"Olfr1417",4.72097103190318,4.22100057037866,4.44448657900666,4.18517150332461,2.53551227716518,3.29464735630936,1.89542572098996,1.31978046236165,3.45324011484949,4.10516610705249
"Olfr1418",0,0,0,0,0,0,0,0,0.863310028712372,2.05258305352624
"Olfr1419",0,0,0,0,0,1.09821578543645,0,0,0.863310028712372,0
"Olfr1420",1.88838841276127,1.05525014259467,2.666691947404,1.04629287583115,1.69034151811012,1.09821578543645,0,0,0.863310028712372,5.13145763381561
"Patl1",452.269024856325,433.707808606407,454.226528374481,475.016965627343,502.031430878705,493.098887660968,509.869518946298,328.62533512805,462.734175389832,443.357939561669
"Osbp",1406.84936750715,1520.61545547891,1498.68087444105,1380.06030322129,1595.68239309595,1478.19844719747,1621.53670430691,1525.66621449007,1397.69893648533,1502.49079518121
"Olfr1423",0,0,0,0,0,0,0,0,0,0
"Olfr1424",0,0,0,0,0,0,0,0,0,0
"Olfr1425",0,0,0,0,0,0,0,0,0,0
"Olfr1426",0,0,0,0,0,0,0,0,0,0
"Olfr1427",0,0,0,0,0,0,0,0,0,0
"Olfr1428",0,0,0,0,0,0,0,0,0,0
"Olfr76",0,0,0,0,0,0,0,0,0,0
"Olfr1431",0,0,0,0,0,0,0,0,0,0
"Olfr262",0,0,0,0,0,0,0,0,0,0
"Olfr235",0,0,0,0,0,0,1.89542572098996,0,0,0
"Olfr1433",0,0,0,0,0,0,0,0,0,0
"Olfr1436",0,0,0,0,0,0,0,0,0,0
"Olfr1437",0,0,0,0,0,0,0,0,0,0
"Olfr1440",0,0,0,0,0,1.09821578543645,0,0,0,0
"Olfr1441",0,0,0,0,0,0,0,0,0,0
"Pfpl",0,0,0,1.04629287583115,0,0,0,0,0,0
"Mpeg1",479.650656841364,487.525565878735,648.895040534973,499.08170177146,516.399333782641,400.848761684306,487.124410294419,506.795697546873,542.15869803137,495.698807426588
"Dtx4",842.221232091528,880.078618923951,897.786288959345,823.432493279117,796.150855029866,861.00117578218,859.575564468945,1332.97826698527,930.648210951937,910.320584238889
"Fam111a",42.4887392871287,23.2155031370826,13.33345973702,10.4629287583115,29.5809765669271,30.7500419922207,16.1111186284146,46.1923161826577,19.8561306603846,23.6047051155518
"A330040F15Rik",68.9261770657865,61.2045082704906,64.8895040534972,64.8701583015315,73.5298560377902,68.0893786970602,79.6078802815782,52.7912184944659,96.6907232157857,73.8929899269448
"Gm4952",0,0,3.55558926320533,1.04629287583115,2.53551227716518,1.09821578543645,1.89542572098996,1.31978046236165,0,0
"Glyat",0,0,0,2.09258575166231,0,0,0,2.6395609247233,0,0
"Olfr1442",0,0,0,0,0,0,0,0,0,0
"Olfr1443",0,0,0,0,0,0,0,0,0,0
"Keg1",0,0,0,0,0,0,0,0,0,0
"U05342",0,0,0,0,0,0,0,1.31978046236165,0,0
"Cntf",0,4.22100057037866,0,0,0,0,0.947712860494978,0,0.863310028712372,0
"Zfp91",1536.2039737813,1599.75921617351,1507.56984759906,1664.65196544736,1578.77897791485,1631.94865715857,1667.02692161067,2192.1553479827,1511.65586027536,1592.80444953637
"Lpxn",26.4374377786578,40.0995054185973,32.000303368848,28.2499076474411,37.1875133984226,24.160747279602,22.7451086518795,10.5582436988932,35.3957111772073,35.9202034367093
"Olfr1444",0,0,0,0,0,0,0,0,0,0
"Olfr1445",0,0,0,0,0,0,0,0,0,0
"Olfr1446",0,0,0,0,0,0,0,0,0,0
"Olfr1447",0,0,0,0,0,0,0,0,0,0
"Gm5512",13.2187188893289,18.994502566704,15.1112543686226,17.7869788891296,12.6775613858259,7.68751049805518,19.9019700703945,21.1164873977864,12.0863404019732,10.2629152676312
"Olfr1448",0,0,0,0,0,0,0,0,0,0
"Olfr1449",0,0,0,0,0,0,0,0,0,0
"Olfr1450",0,0,0,0,0,0,0,0,0,0
"Olfr1451",0,0,0,0,0,0,0,0,0,0
"Olfr1453",0,0,0,0,0,0,0,0,0,0
"Olfr1454",0,0,0,0,0,0,0,0,0,0
"Olfr1457",0,0,0,0,0,0,0,0,0,0
"Olfr1458",0,0,0,0,0,0,0,0,0,0
"Olfr1459",0,0,0,0,0,0,0,0,0,0
"Olfr1461",0,0,0,0,0,0,0,0,0,0
"Olfr1462",0,0,0,0,0,0,0,0,0,0
"Olfr1463",0,0,0,0,0,0,0,0,0,0
"Olfr1465",0,0,0,0,0,0,0,0,0,0
"Olfr1466",0,0,0,0,0,0,0,0,0,0
"Olfr1467",0,0,0,0,0,0,0,0,0,0
"Olfr1469",0,0,0,0,0,0,0,0,0,0
"Olfr1471",0,0,0,0,0,0,0,0,0,0
"Olfr1472",0,0,0,0,0,0,0,0,0,0
"Olfr1474",0,0,0,0,0,0,0,0,0,0
"Olfr1475",0,0,0,0,0,0,0,0,0,0
"Olfr1477",0,0,0,0,0,0,0,0,0,0
"Olfr1480",0,0,0,0,0,0,0,0,0,0
"Olfr1484",0,0,0,0,0,0,0,0,0,0
"Olfr1487",0,0,0,0,0,0,0,0,0,0
"Olfr1489",0,0,0,0,0,0,0,0,0,0
"Olfr1490",0,0,0,0,0,0,0,0,0,0
"Olfr1491",0,0,0,0,0,0,0,0,0,0
"Olfr1494",0,0,0,0,0,0,0,0,0,0
"Olfr1495",0,0,0,0,0,0,0,0,0,0
"Olfr1496",0,0,0,0,0,0,0,0,0,0
"Olfr1497",0,0,0,0,0,0,0,0,0,0
"Olfr1499",0,0,0,0,0,0,0,0,0,0
"Olfr1500",0,0,0,0,0,0,0,0,0,0
"Olfr1501",0,0,0,0,0,0,0,0,0,0
"Olfr1502",0,0,0,0,0,0,0,0,0,0
"Olfr1504",0,0,0,0,0,0,0,0,0,0
"Olfr1505",0,0,0,0,0,0,0,0,0,0
"Tle4",1104.70722146535,1135.44915343186,1072.01016285641,965.728324392154,998.99183720308,1008.16209103067,1158.10511552486,1206.27934259855,1009.20942356476,1002.68682164757
"Psat1",3137.55734780286,2982.13690297252,3116.47398919947,2591.66745343377,2995.28517009113,2919.0575576901,2862.09283869483,4846.23385779197,2814.39069360233,2981.37688524687
"Cep78",173.731733974037,185.724025096661,195.557409476293,181.008667518789,159.737273461406,214.152078160109,158.268047702661,117.460461150187,161.438975369214,145.733396800363
"C130060C02Rik",2.83258261914191,4.22100057037866,5.33338389480799,1.04629287583115,3.38068303622024,4.39286314174582,6.63399002346485,0,1.72662005742474,2.05258305352624
"Gnaq",2403.9184494451,2364.81556955464,2661.35856350919,2623.0562397087,2598.90008409431,2769.70021087074,2809.96863136761,3954.0622652355,2582.16029587871,2492.86211850762
"E030024N20Rik",58.5400407955995,70.7017595538426,58.6672228428879,99.3978232039595,95.5042957732217,51.6161419155134,89.0850088865279,19.7967069354247,75.1079724979764,83.1296136678129
"Gna14",9.44194206380637,8.44200114075732,3.55558926320533,8.37034300664922,6.76136607244047,1.09821578543645,5.68627716296987,2.6395609247233,8.63310028712372,11.2892067943943
"Vps13a",276.648902469527,299.691040496885,265.780297424598,327.489670135151,311.022839332262,298.714693638716,362.974025569577,296.950604031371,283.165689417658,276.07242069928
"Foxb2",0,0,1.77779463160266,1.04629287583115,0,0,0,0,5.17986017227423,4.10516610705249
"Prune2",1094.32108519516,1092.18389758548,1149.34422933112,1181.26465681337,1088.57993766292,1138.8497694976,1049.11813656794,1084.85954006128,1068.77781554592,1051.9488149322
"Gcnt1",63.2610118275027,52.7625071297333,51.5560443164773,38.7128364057527,50.7102455433036,32.9464735630936,42.647078722274,60.7099012686358,63.0216320960032,46.1831187043405
"Gm19328",0,1.05525014259467,0,0,0,0,0,3.95934138708495,0,0
"Rfk",445.659665411661,442.149809747165,528.005005585991,435.25783634576,489.353869492879,442.580961530891,476.699568828974,622.936378234698,551.655108347206,524.434970175955
"Pcsk5",166.178180322992,170.950523100336,157.334824896836,314.934155625177,146.214541316525,196.580625593125,154.477196260681,139.896729010335,135.539674507842,126.233857791864
"Ostf1",295.532786597139,370.392800050728,344.003261215116,269.943561964437,294.119424151161,288.830751569788,342.124342638687,331.264896052774,316.834780537441,355.09686826004
"BC016495",45.3213219062706,45.3757561315706,45.3337631058679,51.2683509157265,51.5554163023586,54.9107892718227,53.0719201877188,21.1164873977864,39.7122613207691,56.4460339719717
"2410127L17Rik",122.745246829483,94.9725128335199,107.556575211961,119.277387844751,125.085272340149,118.607304827137,103.300701793953,131.978046236165,115.683543847458,83.1296136678129
"D030056L22Rik",394.673178267106,404.160804613757,383.114743110374,458.276279614045,405.681964346429,423.911293178471,397.091688547396,271.8747752465,423.021914069062,437.20019040109
"Trpm6",15.1071073020902,5.27625071297333,15.1112543686226,7.32405013081807,15.2130736629911,13.1785894252375,10.4248414654448,46.1923161826577,12.0863404019732,9.2366237408681
"Rorb",347.463467948074,446.370810317543,477.337858585315,496.989116019798,414.978842696034,463.447061454184,485.228984573429,559.586916041339,376.403172518594,483.383309105431
"Anxa1",26.4374377786578,27.4365037074613,69.3339906325039,30.3424933991034,44.7940502299181,49.4197103446405,38.8562272802941,27.7153897095946,25.8993008613712,42.077952597288
"1500015L24Rik",5.66516523828382,8.44200114075732,13.33345973702,2.09258575166231,16.9034151811012,7.68751049805518,12.3202671864347,7.91868277416989,12.9496504306856,5.13145763381561
"E030003E18Rik",84.0332843678767,46.4310062741653,73.7784772115106,30.3424933991034,91.2784419779464,63.6965155553144,89.0850088865279,83.1461691287839,69.9281123257022,86.2084882481023
"C730002L08Rik",28.3258261914191,26.3812535648666,23.1113302108346,77.4256728115053,32.9616596031473,50.5179261300769,35.0653758383142,18.4769264730631,6.04317020098661,26.6835796958412
"Aldh1a1",569.349106447524,618.376583560474,676.450857324814,436.304129221591,682.052802557433,515.063203369697,629.281339368665,790.548496954627,615.540050471922,711.220028046844
"Aldh1a7",24.5490493658966,10.5525014259467,6.22228121060933,17.7869788891296,14.367902903936,20.8660999232926,8.5294157444548,14.5175850859781,7.76979025841135,10.2629152676312
"Tmc1",1.88838841276127,0,0,0,0.845170759055059,3.29464735630936,0,2.6395609247233,0.863310028712372,0
"Zfand5",2523.83111365544,2549.48434450871,2382.24480634757,2751.75026343593,2400.28495571637,2427.05688581456,2400.55667563378,2438.95429444433,2013.23898695725,2323.52401659171
"Gda",2875.07135842904,2700.38511489975,2678.24761250941,3808.5060680254,2963.16868124704,3288.05806159675,2797.64836418118,2912.75548043216,2706.47694001329,2638.59551530799
"1110059E24Rik",354.072827392739,411.547555611919,394.670408215791,393.406121312513,396.385085996823,387.670172259068,462.483875921549,493.597892923257,403.165783408678,457.726020936352
"Fam108b",619.391399385698,578.277078141877,592.005612323687,556.627809942173,570.490262362165,506.277477086206,567.680003436492,757.553985395586,549.065178261069,558.302590559138
"Tmem2",159.568820878328,187.83452538185,207.11307458171,164.267981505491,182.556883955893,172.419878313523,190.490284959491,191.368167042439,178.705175943461,183.706183290599
"Trpm3",87.8100611933992,200.497527092986,248.891248424373,66.9627440531938,147.05971207558,131.785894252375,216.078532192855,194.007727967162,197.697996575133,210.38976298644
"Gm19425",0,0,0,0,0.845170759055059,0,0,0,0,0
"Mir204",0,0,0,0,0,0,0,1.31978046236165,0,0
"Klf9",1212.34536099274,800.934858229351,1107.56605548846,1324.60678080224,1093.65096221725,1448.54662099068,1663.23607016869,1022.82985833028,975.540332444981,883.637004543048
"Mir1192",0,0,0,0,0,0,0,0,0,0
"Smc5",372.956711520352,326.072294061752,248.002351108572,392.359828436682,321.164888440923,369.000503906649,337.385778336212,253.397848773436,308.201680250317,281.203878333095
"Mamdc2",18.8838841276127,31.65750427784,35.5558926320533,19.8795646407919,36.3423426393676,46.1250629883311,28.4313858148493,56.7505598815509,41.4388813781939,50.288284811393
"1700028P14Rik",22.6606609531353,37.989005133408,28.4447141056426,7.32405013081807,16.9034151811012,8.78572628349164,33.1699501173242,15.8373655483398,31.9424710623578,17.4469559549731
"Ptar1",3.77677682552255,13.7182518537306,8.00007584221199,7.32405013081807,13.5227321448809,20.8660999232926,27.4836729543544,11.8780241612548,18.9928206316722,22.5784135887887
"Gm9938",3.77677682552255,7.38675099816266,3.55558926320533,5.23146437915576,3.38068303622024,13.1785894252375,16.1111186284146,14.5175850859781,21.5827507178093,4.10516610705249
"Apba1",4429.21502213157,4223.11107066385,4488.04254748093,4666.46622620694,4694.92356655085,4687.18497224279,4643.79301642539,5532.51969822003,4062.73699512042,4688.09969425394
"Fam189a2",489.09259890517,466.420563026842,503.115880743554,375.619142423384,471.605283552723,440.384529960018,428.36621294373,580.703403439125,443.741354758159,453.6208548293
"1700021P04Rik",0,0,0,0,0,0,0,0,0,0
"Tjp2",764.797307168316,778.774605234863,676.450857324814,567.090738700485,759.808512390498,728.117065744369,712.680071092224,1098.05734468489,818.417907219329,806.665140035814
"Fxn",183.173676037844,165.674272387362,172.446079265458,168.453153008816,172.414834847232,132.884110037811,145.947780516227,131.978046236165,201.151236689983,174.469559549731
"Pip5k1b",270.983737231243,287.028038785749,311.114060530466,225.999261179529,255.241569234628,216.348509730982,250.196195170674,244.159385536905,280.575759331521,317.124081769805
"Fam122a",556.130387558195,563.503576145551,577.783255270866,524.192730791408,459.772892925952,538.125734863863,492.810687457389,694.204523202227,511.079536997724,576.775838040875
"E030010A14Rik",43.4329334935093,15.82875213892,63.1117094218946,44.9905936607396,33.8068303622024,77.9733207659883,69.1830388161334,9.23846323653154,52.6619117514547,33.867620383183
"Pgm5",98.1961974635862,91.8067624057359,103.112088632955,124.508852223907,120.014247785818,87.8572628349164,122.254959003852,236.240702762735,120.00009399102,132.391606952443
"Foxd4",0,0,0,0,0,0,0,0,0,0
"Cbwd1",165.233986116611,232.155031370826,208.001971897512,219.721503924542,218.054055836205,207.56278344749,240.719066565724,166.292338257568,189.06489628801,190.890223977941
"Dock8",72.7029538913091,93.9172626909252,79.1118611063186,80.5645514389988,84.5170759055059,81.2679681222976,98.5621374914777,113.501119763102,101.007273359348,80.0507390875235
"Gm3873",542.911668668866,502.299067875061,500.44918879615,559.766688569667,502.031430878705,483.21494559204,453.0067473166,281.113238483031,466.187415504681,478.251851471615
"Kank1",390.896401441584,383.055801761864,379.559153847169,296.100883860216,279.751521247225,332.759382987246,352.549184104132,440.806674428791,454.101075102708,407.437736124959
"Dmrt1",0,0,0,0,0,1.09821578543645,0,0,0,0
"Dmrt3",0,5.27625071297333,18.666843631828,0,1.69034151811012,0,8.5294157444548,0,0,12.3154983211575
"2610016A17Rik",0,0,0,0,0,1.09821578543645,0,0,0,0
"Dmrt2",17.9396899212321,22.160252994488,8.00007584221199,36.6202506540903,26.2002935307068,23.0625314941655,9.47712860494978,5.27912184944659,2.58993008613712,15.3943729014468
"Smarca2",3284.85164399824,3219.56818505632,3226.69725635884,3694.4601445598,3477.03250275251,3590.06740259177,3643.95594860319,4901.66463721116,3725.18277389389,3493.49635710167
"4931403E22Rik",7.5535536510451,17.9392524241093,8.00007584221199,5.23146437915576,3.38068303622024,6.58929471261873,16.1111186284146,6.59890231180824,2.58993008613712,3.07887458028937
"Gm815",0,0,0,1.04629287583115,0.845170759055059,0,0,0,0,0
"Vldlr",947.026788999779,1011.98488674828,896.897391643544,973.052374522972,974.481885190483,1071.85860658598,1029.21616649755,880.293568395219,991.943222990516,922.636082560047
"Gm3916",0,1.05525014259467,2.666691947404,0,0,0,0,0,0,0
"Kcnv2",0,3.165750427784,0,0,0.845170759055059,3.29464735630936,0,0,6.90648022969898,0
"D19Bwg1357e",573.125883273047,605.713581849338,564.449795533846,575.461081707134,543.444798072403,621.590134557033,558.202874831542,670.448474879717,551.655108347206,504.935431167456
"C030016D13Rik",9.44194206380637,12.663001711136,9.77787047381465,8.37034300664922,10.9872198677158,19.7678841378562,17.0588314889096,1.31978046236165,26.7626108900835,15.3943729014468
"Rfx3",438.106111760616,405.216054756351,381.336948478771,557.674102818004,375.255817020446,460.152414097874,391.405411384426,221.723117676757,422.15860404035,326.360705510673
"Glis3",6.60935944466446,14.7735019963253,2.666691947404,10.4629287583115,5.07102455433036,6.58929471261873,12.3202671864347,29.0351701719563,24.1726808039464,14.3680813746837
"D930032P07Rik",0,2.11050028518933,0,0,0,0,0.947712860494978,0,0,0
"Gm5623",8.49774785742573,0,0,0,0,0,0,0,0.863310028712372,0
"Slc1a1",2025.29657268647,1970.15201622424,2067.5751565539,2142.8078097022,2049.53909070852,2074.52961868946,2164.57617337053,2033.7816924993,1743.02294797028,2133.66008414053
"4430402I18Rik",50.0422929381738,68.5912592686532,64.8895040534972,74.2867941840119,61.6974654110193,74.6786734096789,81.5033060025681,75.227486354614,60.4317020098661,83.1296136678129
"Ppapdc2",1089.60011416326,919.122874199953,949.342333275823,1225.20895759828,1006.59837403458,1130.06404321411,1104.08548247665,873.694666083411,881.439539315332,954.451119889704
"Cdc37l1",658.103361847304,586.719079282634,576.005460639263,630.914604126185,694.730363943259,631.474076625961,735.425179744103,621.616597772336,628.489700902607,620.906373691689
